frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,0.0,-0.13392322068434823,1.3781201775247354,-0.6899823805063203,-41.0,-1219.777511
1,0.033612687256700864,-0.12360344528771411,1.4117328647814362,0.13034677086327975,-41.0,-1219.777511
2,0.06722537451340173,-0.14022903617890392,1.445345552038137,1.0013143771072675,-41.0,-1219.777511
3,0.1008380617701026,-0.18952666094412485,1.478958239294838,1.6752123991171681,-41.0,-1219.777511
4,0.13445074902680346,-0.24185457133180313,1.5125709265515388,1.9683594483569289,-41.0,-1219.777511
5,0.1680634362835043,-0.2408755460244112,1.5461836138082397,1.8387886680866246,-41.0,-1219.777511
6,0.2016761235402052,-0.13669058719104854,1.5797963010649405,1.395142553591988,-41.0,-1219.777511
7,0.23528881079690606,0.07183311935417915,1.6134089883216414,0.8348548109069035,-41.0,-1219.777511
8,0.2689014980536069,0.31405251082840613,1.6470216755783422,0.3494661562800547,-41.0,-1219.777511
9,0.30251418531030777,0.4676555839454456,1.680634362835043,0.04776865725251328,-41.0,-1219.777511
10,0.3361268725670086,0.42284264944961136,1.714247050091744,-0.07033651398391236,-41.0,-1219.777511
11,0.36973955982370954,0.16042949318192165,1.747859737348445,-0.08832221006568404,-41.0,-1219.777511
12,0.4033522470804104,-0.20857738161987782,1.7814724246051457,-0.1196063142104887,-41.0,-1219.777511
13,0.43696493433711125,-0.4854305636032345,1.8150851118618467,-0.2554038772038253,-41.0,-1219.777511
14,0.4705776215938121,-0.49997281188515535,1.8486977991185474,-0.531849331818699,-41.0,-1219.777511
15,0.504190308850513,-0.2264246325035002,1.8823104863752484,-0.9190010814028893,-41.0,-1219.777511
16,0.5378029961072138,0.19384660160756215,1.915923173631949,-1.3266219888028792,-41.0,-1219.777511
17,0.5714156833639147,0.54988506969534,1.9495358608886502,-1.6238755826626505,-41.0,-1219.777511
18,0.6050283706206155,0.7058696226949522,1.9831485481453508,-1.6745632488309734,-41.0,-1219.777511
19,0.6386410578773164,0.6794513117044855,2.016761235402052,-1.386514924105419,-41.0,-1219.777511
20,0.6722537451340173,0.6012840628017747,2.0503739226587525,-0.7613505540475455,-41.0,-1219.777511
21,0.7058664323907181,0.6037202119662676,2.0839866099154536,0.08138197622084123,-41.0,-1219.777511
22,0.7394791196474191,0.7304863692301949,2.1175992971721547,0.9292097552991321,-41.0,-1219.777511
23,0.7730918069041199,0.921340845441591,2.1512119844288553,1.5513202512539563,-41.0,-1219.777511
24,0.8067044941608208,1.0601935410530012,2.184824671685556,1.7914859368550884,-41.0,-1219.777511
25,0.8403171814175217,1.0406817168911127,2.218437358942257,1.6313320334840284,-41.0,-1219.777511
26,0.8739298686742225,0.812689101460658,2.252050046198958,1.1895006376721802,-41.0,-1219.777511
27,0.9075425559309234,0.4004887243595285,2.2856627334556587,0.658601645780566,-41.0,-1219.777511
28,0.9411552431876242,-0.1030264363283955,2.3192754207123594,0.21616928732868795,-41.0,-1219.777511
29,0.9747679304443251,-0.5651389906581125,2.3528881079690604,-0.043845176292517794,-41.0,-1219.777511
30,1.008380617701026,-0.8642651792998288,2.3865007952257615,-0.1299127716857392,-41.0,-1219.777511
31,1.0419933049577268,-0.9469600447131452,2.420113482482462,-0.12378071861476093,-41.0,-1219.777511
32,1.0756059922144277,-0.8596686615121301,2.453726169739163,-0.12883070807336253,-41.0,-1219.777511
33,1.1092186794711285,-0.7306038506302963,2.487338856995864,-0.2252636056180907,-41.0,-1219.777511
34,1.1428313667278294,-0.7051889281931956,2.520951544252565,-0.44715818216524744,-41.0,-1219.777511
35,1.1764440539845302,-0.8661253822066594,2.5545642315092656,-0.7780845997192155,-41.0,-1219.777511
36,1.210056741241231,-1.1793683943131077,2.5881769187659662,-1.1543515129109474,-41.0,-1219.777511
37,1.243669428497932,-1.4983027133089735,2.6217896060226673,-1.4719014819789737,-41.0,-1219.777511
38,1.2772821157546328,-1.6318861059063263,2.6554022932793684,-1.6043345047330546,-41.0,-1219.777511
39,1.3108948030113337,-1.445455653069639,2.689014980536069,-1.4409189202466026,-41.0,-1219.777511
40,1.3445074902680345,-0.9376621002549934,2.7226276677927697,-0.9391489370931687,-41.0,-1219.777511
41,1.3781201775247354,-0.2467335361115326,2.7562403550494707,-0.16647445707974984,-41.0,-1219.777511
42,1.4117328647814362,0.4176111960868151,2.789853042306172,0.7006275226529727,-41.0,-1219.777511
43,1.4453455520381373,0.8735131840298868,2.823465729562873,1.433421554398055,-41.0,-1219.777511
44,1.4789582392948382,1.039667714646431,2.8570784168195735,1.8418603885944071,-41.0,-1219.777511
45,1.512570926551539,0.9498826402850311,2.890691104076274,1.8523939114915826,-41.0,-1219.777511
46,1.5461836138082399,0.7180524737123886,2.9243037913329752,1.5300628438091965,-41.0,-1219.777511
47,1.5797963010649407,0.481645481696678,2.9579164785896763,1.0354639070130989,-41.0,-1219.777511
48,1.6134089883216416,0.34759508668144595,2.991529165846377,0.5448573847393741,-41.0,-1219.777511
49,1.6470216755783424,0.3565192274574429,3.0251418531030776,0.17826349027088612,-41.0,-1219.777511
50,1.6806343628350433,0.47697243130011374,3.0587545403597787,-0.03180811886236991,-41.0,-1219.777511
51,1.7142470500917442,0.6308582803458982,3.0923672276164798,-0.12657673055065943,-41.0,-1219.777511
52,1.747859737348445,0.7338465674125596,3.1259799148731804,-0.18167342787302518,-41.0,-1219.777511
53,1.7814724246051459,0.7269160462747217,3.159592602129881,-0.26835480256585476,-41.0,-1219.777511
54,1.8150851118618467,0.5856414554231059,3.193205289386582,-0.4309268102266789,-41.0,-1219.777511
55,1.8486977991185476,0.3129544104304298,3.226817976643283,-0.6796952315710145,-41.0,-1219.777511
56,1.8823104863752484,-0.06574025914105659,3.260430663899984,-0.9894207218749542,-41.0,-1219.777511
57,1.9159231736319493,-0.49143225517628575,3.2940433511566845,-1.2970726203668748,-41.0,-1219.777511
58,1.9495358608886502,-0.8570930431807648,3.3276560384133855,-1.5045851336000013,-41.0,-1219.777511
59,1.983148548145351,-1.02541364399023,3.3612687256700866,-1.4995966958565752,-41.0,-1219.777511
60,2.016761235402052,-0.8958787167562879,3.3948814129267872,-1.1995014463769114,-41.0,-1219.777511
61,2.050373922658753,-0.48385030776940585,3.4284941001834883,-0.6037976137742064,-41.0,-1219.777511
62,2.0839866099154536,0.05806852680542121,3.428494100183488,-0.6037976137742143,-40.0,-1190.02684
63,2.1175992971721547,0.5110908876234732,3.462106787440189,0.1773644191474111,-40.0,-1190.02684
64,2.1512119844288553,0.7133746866271381,3.49571947469689,0.946292975571138,-40.0,-1190.02684
65,2.1848246716855564,0.6499656000656288,3.529332161953591,1.491823947283417,-40.0,-1190.02684
66,2.218437358942257,0.44696042091834276,3.5629448492102913,1.6791633391296839,-40.0,-1190.02684
67,2.252050046198958,0.2754198805414997,3.5965575364669924,1.5063402262554615,-40.0,-1190.02684
68,2.2856627334556587,0.23345049429540254,2.2856627334556587,0.658601645780566,0.0,0.0
69,2.31927542071236,0.28993691034198926,2.2856627334556587,0.658601645780566,1.0,29.750671
70,2.3528881079690604,0.32884902719049747,2.3192754207123594,0.21616928732868795,1.0,29.750671
71,2.3865007952257615,0.2582200209698904,2.3528881079690604,-0.043845176292517794,1.0,29.750671
72,2.420113482482462,0.09786532442937544,2.386500795225761,-0.12991277168573806,1.0,29.750671
73,2.4537261697391632,-0.024820626448778756,2.4537261697391632,-0.12883070807336258,0.0,0.0
74,2.487338856995864,0.028751228023157743,2.487338856995864,-0.2252636056180907,0.0,0.0
75,2.520951544252565,0.28898523064011455,2.520951544252565,-0.44715818216524744,0.0,0.0
76,2.5545642315092656,0.6221557113406682,2.5209515442525645,-0.4471581821652445,1.0,29.750671
77,2.5881769187659667,0.7841658147896771,2.5545642315092656,-0.7780845997192155,1.0,29.750671
78,2.6217896060226673,0.5613614962250997,2.5881769187659662,-1.1543515129109474,1.0,29.750671
79,2.6554022932793684,-0.08468105464916194,2.6217896060226673,-1.4719014819789737,1.0,29.750671
80,2.689014980536069,-0.9643725509060062,2.655402293279368,-1.6043345047330528,1.0,29.750671
81,2.72262766779277,-1.7420637653758821,2.689014980536069,-1.4409189202466026,1.0,29.750671
82,2.7562403550494707,-2.1084262850375803,2.7226276677927697,-0.9391489370931687,1.0,29.750671
83,2.789853042306172,-1.9420313236119813,2.7562403550494707,-0.16647445707974984,1.0,29.750671
84,2.8234657295628725,-1.368939534898136,2.7898530423061714,0.7006275226529612,1.0,29.750671
85,2.8570784168195735,-0.6904795800603994,2.8234657295628725,1.4334215543980497,1.0,29.750671
86,2.8906911040762746,-0.22076621928551476,2.8570784168195735,1.8418603885944071,1.0,29.750671
87,2.9243037913329752,-0.12209579675129337,2.890691104076274,1.8523939114915826,1.0,29.750671
88,2.9579164785896763,-0.32819879222848697,2.9243037913329752,1.5300628438091965,1.0,29.750671
