frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,1.0060905367459476,0.496365053512884,1.307917697769732,-1.0454809583406792,-9.0,-268.36551000000003
1,1.0396268879708126,0.04474677551677669,1.341454048994597,-0.34674201230335755,-9.0,-268.36551000000003
2,1.0731632391956776,-0.4667570649035547,1.374990400219462,0.47325968613170977,-9.0,-268.36551000000003
3,1.1066995904205426,-0.9144785191580541,1.408526751444327,1.2101646519802656,-9.0,-268.36551000000003
4,1.1402359416454073,-1.2163768988417656,1.4420631026691915,1.6868880087075389,-9.0,-268.36551000000003
5,1.1737722928702723,-1.3306515026067918,1.4755994538940564,1.825710384542217,-9.0,-268.36551000000003
6,1.2073086440951373,-1.2473996553600868,1.5091358051189214,1.668399972755335,-9.0,-268.36551000000003
7,1.2408449953200023,-0.9883284564465291,1.5426721563437864,1.3370124176857956,-9.0,-268.36551000000003
8,1.274381346544867,-0.610912466829642,1.5762085075686514,0.9641562785964729,-9.0,-268.36551000000003
9,1.307917697769732,-0.2034956780827769,1.6097448587935164,0.6355690584510504,-9.0,-268.36551000000003
10,1.341454048994597,0.13804808575047198,1.6432812100183813,0.3729667855114734,-9.0,-268.36551000000003
11,1.374990400219462,0.34791077893345707,1.6768175612432463,0.15509834943436585,-9.0,-268.36551000000003
12,1.4085267514443267,0.4229108276058535,1.7103539124681109,-0.04798778670085693,-9.0,-268.36551000000003
13,1.4420631026691917,0.42490448766082545,1.7438902636929758,-0.25383472880804236,-9.0,-268.36551000000003
14,1.4755994538940567,0.4421526833591026,1.7774266149178408,-0.468465565152865,-9.0,-268.36551000000003
15,1.5091358051189214,0.5295427039850117,1.8109629661427058,-0.6975277668208345,-9.0,-268.36551000000003
16,1.5426721563437864,0.6695081630401994,1.8444993173675708,-0.9484425339833413,-9.0,-268.36551000000003
17,1.5762085075686514,0.7839157992511829,1.8780356685924358,-1.2147142323405555,-9.0,-268.36551000000003
18,1.6097448587935164,0.78950449854314,1.9115720198173007,-1.4530148095301179,-9.0,-268.36551000000003
19,1.6432812100183811,0.6580207712349286,1.9451083710421653,-1.5763876365834206,-9.0,-268.36551000000003
20,1.676817561243246,0.4391915308070074,1.9786447222670303,-1.4811753341708276,-9.0,-268.36551000000003
21,1.710353912468111,0.22933939646182935,2.0121810734918952,-1.1022151776245175,-9.0,-268.36551000000003
22,1.743890263692976,0.10627860889071589,2.04571742471676,-0.465724755582197,-9.0,-268.36551000000003
23,1.7774266149178408,0.07793527998409742,2.079253775941625,0.2976197354481737,-9.0,-268.36551000000003
24,1.8109629661427058,0.0839889746770969,2.11279012716649,0.9962025735773476,-9.0,-268.36551000000003
25,1.8444993173675708,0.0485978637860795,2.146326478391355,1.4579575659773514,-9.0,-268.36551000000003
26,1.8780356685924358,-0.05754184879001,2.17986282961622,1.6024507610947267,-9.0,-268.36551000000003
27,1.9115720198173005,-0.19177732840749837,2.2133991808410847,1.463991129002333,-9.0,-268.36551000000003
28,1.9451083710421655,-0.26591861388094934,2.2469355320659496,1.1570382486107496,-9.0,-268.36551000000003
29,1.9786447222670305,-0.20309259333569074,2.2804718832908146,0.810281765776551,-9.0,-268.36551000000003
30,2.0121810734918952,0.012611011908693287,2.3140082345156796,0.5100207347696092,-9.0,-268.36551000000003
31,2.04571742471676,0.3218048766685673,2.3475445857405446,0.28037728403758305,-9.0,-268.36551000000003
32,2.079253775941625,0.6150432718202136,2.3810809369654096,0.10031453223917776,-9.0,-268.36551000000003
33,2.11279012716649,0.7811129401620772,2.4146172881902745,-0.06426684936772892,-9.0,-268.36551000000003
34,2.146326478391355,0.7549433730059373,2.4481536394151395,-0.23772534326284475,-9.0,-268.36551000000003
35,2.17986282961622,0.5455373829721515,2.4816899906400045,-0.43085204838743674,-9.0,-268.36551000000003
36,2.213399180841085,0.2311437102692062,2.5152263418648695,-0.6474216016026144,-9.0,-268.36551000000003
37,2.2469355320659496,-0.08005850915449544,2.548762693089734,-0.8853526742710633,-9.0,-268.36551000000003
38,2.2804718832908146,-0.30672462370015696,2.582299044314599,-1.1253243329886145,-9.0,-268.36551000000003
39,2.3140082345156796,-0.4350453999083952,2.615835395539464,-1.315974025999176,-9.0,-268.36551000000003
40,2.3475445857405446,-0.5141568907250412,2.649371746764329,-1.3745538870703915,-9.0,-268.36551000000003
41,2.3810809369654096,-0.6071628765025611,2.682908097989194,-1.2154652379527267,-9.0,-268.36551000000003
42,2.4146172881902745,-0.7345553883009719,2.716444449214059,-0.7987512657720576,-9.0,-268.36551000000003
43,2.4481536394151395,-0.8558612870043382,2.749980800438924,-0.17063307706737182,-9.0,-268.36551000000003
