frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,43.705418508257175,0.2055338473260745,43.63707539878375,-0.2091283802670569,2.0,58.52821199999999
1,43.73959006299389,-0.057532006309339564,43.671246953520466,-0.2091283802670569,2.0,58.52821199999999
2,43.77376161773061,-0.29278389326710536,43.70541850825718,-0.20912838026708694,2.0,58.52821199999999
3,43.80793317246732,-0.6089969716902686,43.7395900629939,-0.35355552290247794,2.0,58.52821199999999
4,43.84210472720403,-1.0572720407500975,43.77376161773061,-0.516544181168952,2.0,58.52821199999999
5,43.87627628194075,-1.563418836759237,43.80793317246732,-0.7562789588655816,2.0,58.52821199999999
6,43.91044783667746,-1.9350686303313,43.84210472720404,-1.060405455210869,2.0,58.52821199999999
7,43.94461939141418,-1.957828496871438,43.876276281940754,-1.334661281528745,2.0,58.52821199999999
8,43.97879094615089,-1.5295822405040223,43.91044783667746,-1.4349051745371824,2.0,58.52821199999999
9,44.0129625008876,-0.7432033081702825,43.94461939141418,-1.234935274128949,2.0,58.52821199999999
10,44.04713405562432,0.14551686198673142,43.978790946150895,-0.7001537489822338,2.0,58.52821199999999
11,44.081305610361035,0.8490774215668346,44.01296250088761,0.07405906930724193,2.0,58.52821199999999
12,44.115477165097744,1.1941269553899303,44.04713405562432,0.8871109563757136,2.0,58.52821199999999
13,44.14964871983446,1.1925686430599303,44.081305610361035,1.5137255386533783,2.0,58.52821199999999
14,44.183820274571175,1.0042020260252875,44.11547716509775,1.7981704868350477,2.0,58.52821199999999
15,44.217991829307884,0.8260131611934207,44.14964871983446,1.711833974636466,2.0,58.52821199999999
16,44.2521633840446,0.7792044360829734,44.183820274571175,1.3478818092417724,2.0,58.52821199999999
17,44.286334938781316,0.8538061591352913,44.21799182930789,0.863974897334084,2.0,58.52821199999999
18,44.32050649351803,0.9297347250672268,44.25216338404461,0.4083417850939164,2.0,58.52821199999999
19,44.35467804825474,0.8519074272159393,44.286334938781316,0.06456748054447264,2.0,58.52821199999999
20,44.388849602991456,0.5165902037856362,44.32050649351803,-0.1660653492919207,2.0,58.52821199999999
21,44.42302115772817,-0.06983825381630897,44.35467804825475,-0.3445315421385913,2.0,58.52821199999999
22,44.45719271246489,-0.7818085559924256,44.38884960299146,-0.5485574912306297,2.0,58.52821199999999
23,44.4913642672016,-1.4191810729535488,44.42302115772817,-0.8202496754978712,2.0,58.52821199999999
24,44.52553582193831,-1.7887769223179677,44.45719271246489,-1.1286108951226743,2.0,58.52821199999999
25,44.55970737667503,-1.7840691336473173,44.491364267201604,-1.3673178539750521,2.0,58.52821199999999
26,44.593878931411744,-1.4207289108346455,44.52553582193832,-1.3968447784447389,2.0,58.52821199999999
27,44.62805048614845,-0.8137282487464789,44.55970737667503,-1.117521293904021,2.0,58.52821199999999
28,44.66222204088517,-0.11978066424216643,44.593878931411744,-0.536960528607648,2.0,58.52821199999999
29,44.696393595621885,0.5177786173007723,44.62805048614846,0.20993070209449682,2.0,58.52821199999999
30,44.7305651503586,1.001310919424248,44.662222040885176,0.907305855603366,2.0,58.52821199999999
31,44.76473670509531,1.2893780228802874,44.696393595621885,1.350725171786465,2.0,58.52821199999999
32,44.798908259832025,1.3920772170596378,44.7305651503586,1.4361803580054162,2.0,58.52821199999999
33,44.83307981456874,1.3523135110591837,44.764736705095316,1.1978796131392762,2.0,58.52821199999999
34,44.86725136930545,1.2137694831030974,44.798908259832025,0.7765583513478945,2.0,58.52821199999999
35,44.901422924042166,0.9889992363131129,44.83307981456874,0.3385093234841724,2.0,58.52821199999999
36,44.93559447877888,0.6539937467655069,44.86725136930546,-0.008824833392156835,2.0,58.52821199999999
37,44.9697660335156,0.18467508334287216,44.90142292404217,-0.2581960620565048,2.0,58.52821199999999
38,45.003937588252306,-0.3858714117577921,44.93559447877888,-0.4785487914967365,2.0,58.52821199999999
39,45.03810914298902,-0.938385855421105,44.9697660335156,-0.7409838043487127,2.0,58.52821199999999
40,45.07228069772574,-1.301299403144745,45.00393758825231,-1.0414193166956724,2.0,58.52821199999999
41,45.106452252462454,-1.3355978273743256,45.03810914298903,-1.2725003896562082,2.0,58.52821199999999
42,45.14062380719916,-1.0191258435863233,45.07228069772574,-1.270231222289779,2.0,58.52821199999999
43,45.17479536193588,-0.47362721753909204,45.106452252462454,-0.9137879244625897,2.0,58.52821199999999
44,45.208966916672594,0.09013493931485889,45.14062380719917,-0.2188220692860431,2.0,58.52821199999999
45,45.24313847140931,0.48136054550224594,45.174795361935885,0.6377587816820807,2.0,58.52821199999999
46,45.27731002614602,0.6250932742318427,45.208966916672594,1.3848965528702069,2.0,58.52821199999999
47,45.311481580882734,0.5843938111200982,45.24313847140931,1.7829290023767024,2.0,58.52821199999999
48,45.34565313561945,0.4991769482714124,45.277310026146026,1.736171484975007,2.0,58.52821199999999
49,45.379824690356166,0.48650972903671263,45.31148158088274,1.3280210450441607,2.0,58.52821199999999
50,45.413996245092875,0.5649948936958148,45.34565313561945,0.7616011896080462,2.0,58.52821199999999
51,45.44816779982959,0.6433451601493461,45.379824690356166,0.24503300151003735,2.0,58.52821199999999
52,45.48233935456631,0.5743750800961246,45.41399624509288,-0.11075402249649652,2.0,58.52821199999999
53,45.516510909303015,0.2433367682326138,45.44816779982959,-0.32641799891253415,2.0,58.52821199999999
54,45.55068246403973,-0.3550356657614432,45.48233935456631,-0.5076597222532403,2.0,58.52821199999999
55,45.58485401877645,-1.0896787160262615,45.51651090930302,-0.7505696287327032,2.0,58.52821199999999
56,45.61902557351316,-1.7313420274990499,45.55068246403974,-1.0575756963001701,2.0,58.52821199999999
57,45.65319712824987,-2.040317797355367,45.58485401877645,-1.3158346642340892,2.0,58.52821199999999
58,45.68736868298659,-1.865199929849263,45.61902557351316,-1.3539284941334124,2.0,58.52821199999999
59,45.7215402377233,-1.2085145129078791,45.65319712824988,-1.0464080603052177,2.0,58.52821199999999
60,45.75571179246002,-0.2303836137188112,45.687368682986595,-0.40467730266540114,2.0,58.52821199999999
61,45.78988334719673,0.8102960125585932,45.7215402377233,0.4033325006737235,2.0,58.52821199999999
62,45.824054901933444,1.6509798839344652,45.75571179246002,1.1219717415145667,2.0,58.52821199999999
63,45.85822645667016,2.11712475958249,46.02908423035373,-0.5875863848478217,-5.0,-146.32052999999996
64,45.892398011406875,2.1735509332312803,46.06325578509045,-0.9039791629126372,-5.0,-146.32052999999996
65,45.926569566143584,1.9150740685747427,45.85822645667016,1.2092257206905976,2.0,58.52821199999999
66,45.9607411208803,1.5002622451482397,45.892398011406875,0.7308098716540536,2.0,58.52821199999999
67,45.994912675617016,1.0588252454806812,45.92656956614359,0.27261849790498094,2.0,58.52821199999999
68,46.02908423035373,0.6227933788546887,45.96074112088031,-0.0758180884182276,2.0,58.52821199999999
69,46.06325578509044,0.1280547257109596,45.994912675617016,-0.3342334896831409,2.0,58.52821199999999
70,46.097427339827156,-0.5058372985186079,46.02908423035373,-0.5875863848478217,2.0,58.52821199999999
71,46.13159889456387,-1.2681228558741997,46.302456668247444,1.237431536028008,-5.0,-146.32052999999996
72,46.16577044930058,-2.004158254000223,46.33662822298415,1.750638983570818,-5.0,-146.32052999999996
73,46.1999420040373,-2.4677302241085837,46.37079977772087,1.831754678224488,-5.0,-146.32052999999996
74,46.23411355877401,-2.449867797245752,46.404971332457585,1.5424836209230985,-5.0,-146.32052999999996
75,46.26828511351073,-1.8978838606138178,46.4391428871943,1.0639022271662728,-5.0,-146.32052999999996
76,46.30245666824744,-0.949109469245129,46.47331444193101,0.5887833305006299,-5.0,-146.32052999999996
77,46.33662822298415,0.13395498476189893,46.507485996667725,0.22426510842015202,-5.0,-146.32052999999996
78,46.37079977772087,1.0801874872592196,46.302456668247444,1.237431536028008,2.0,58.52821199999999
79,46.404971332457585,1.7107334408514885,46.33662822298416,1.750638983570835,2.0,58.52821199999999
80,46.43914288719429,1.9781932563688724,46.37079977772087,1.831754678224488,2.0,58.52821199999999
81,46.47331444193101,1.93963030310177,46.404971332457585,1.5424836209230985,2.0,58.52821199999999
82,46.507485996667725,1.6940700209805244,46.6783437703513,-1.3170080961059325,-5.0,-146.32052999999996
83,46.54165755140444,1.3255442317938244,46.71251532508801,-1.3930750151928246,-5.0,-146.32052999999996
84,46.57582910614115,0.8775811743482922,46.47331444193101,0.5887833305006299,3.0,87.79231799999998
85,46.610000660877866,0.36123420922868654,46.507485996667725,0.22426510842015202,3.0,87.79231799999998
86,46.64417221561458,-0.21609840953611784,46.54165755140444,-0.041920941537062856,3.0,87.79231799999998
87,46.6783437703513,-0.8176188716989126,46.57582910614116,-0.29865890390463845,3.0,87.79231799999998
88,46.712515325088006,-1.3569901435175176,46.610000660877866,-0.6231408697343662,3.0,87.79231799999998
89,46.74668687982472,-1.7076477131537346,46.64417221561458,-1.002825739366281,3.0,87.79231799999998
90,46.78085843456144,-1.7485653542750186,46.6783437703513,-1.3170080961059325,3.0,87.79231799999998
91,46.81502998929815,-1.4298686610214968,46.712515325088006,-1.393075015192884,3.0,87.79231799999998
92,46.84920154403486,-0.8172245721792176,46.74668687982472,-1.1079649102205358,3.0,87.79231799999998
93,46.88337309877158,-0.07626085657339278,46.78085843456144,-0.47541450745584385,3.0,87.79231799999998
94,46.917544653508294,0.6015955145072327,46.815029989298154,0.3360532245900355,3.0,87.79231799999998
95,46.951716208245,1.082757218723458,46.84920154403486,1.0701165160717112,3.0,87.79231799999998
96,46.98588776298172,1.3277588635698692,46.88337309877158,1.4988856659568974,3.0,87.79231799999998
97,47.020059317718434,1.365480210737981,46.917544653508294,1.5227597052228283,3.0,87.79231799999998
98,47.05423087245515,1.2403283211677663,46.95171620824501,1.1999472301472653,3.0,87.79231799999998
99,47.08840242719186,0.978269194986353,46.98588776298172,0.6954113886399627,3.0,87.79231799999998
100,47.122573981928575,0.5882716980948883,47.020059317718434,0.1848410326192784,3.0,87.79231799999998
101,47.15674553666529,0.08397673704069387,47.05423087245515,-0.22953276530620573,3.0,87.79231799999998
102,47.19091709140201,-0.4947087123462718,47.088402427191866,-0.5461607474956222,3.0,87.79231799999998
