frame_idx,t_rppg,rppg_n,t_gt_pair,ppg_n_pair,lag_samples,lag_frames
0,1.0251466421014193,-1.8557480763926166,1.161832861048275,-0.9600604413856761,-4.0,-117.05642400000002
1,1.0593181968381333,-0.5286154149192287,1.1960044157849892,-1.318137048902424,-4.0,-117.05642400000002
2,1.0934897515748474,1.0995091508558155,1.2301759705217032,-1.564990014131954,-4.0,-117.05642400000002
3,1.1276613063115613,2.4383039536514617,1.264347525258417,-1.5594060503961353,-4.0,-117.05642400000002
4,1.1618328610482753,3.01049284965022,1.2985190799951312,-1.2005586772891854,-4.0,-117.05642400000002
5,1.1960044157849892,2.677094862491347,1.332690634731845,-0.4974480215559267,-4.0,-117.05642400000002
6,1.2301759705217032,1.6707337636096748,1.366862189468559,0.40103594023335926,-4.0,-117.05642400000002
7,1.264347525258417,0.4454231815297488,1.401033744205273,1.2477338953932018,-4.0,-117.05642400000002
8,1.2985190799951312,-0.5482113707799233,1.435205298941987,1.7979671966857813,-4.0,-117.05642400000002
9,1.3326906347318452,-1.0427464905324344,1.469376853678701,1.9148189472763941,-4.0,-117.05642400000002
10,1.366862189468559,-1.0193777819293417,1.503548408415415,1.6199136480487064,-4.0,-117.05642400000002
11,1.4010337442052732,-0.6538383771983851,1.537719963152129,1.066705521401955,-4.0,-117.05642400000002
12,1.435205298941987,-0.18924008226753264,1.5718915178888428,0.45979239568767494,-4.0,-117.05642400000002
13,1.469376853678701,0.19268782954479402,1.606063072625557,-0.03208412096871317,-4.0,-117.05642400000002
14,1.503548408415415,0.43830448517235127,1.6402346273622708,-0.3292582272765325,-4.0,-117.05642400000002
15,1.537719963152129,0.6012518846901519,1.6744061820989848,-0.44651055561128566,-4.0,-117.05642400000002
16,1.571891517888843,0.7612940373767961,1.708577736835699,-0.4616647447366818,-4.0,-117.05642400000002
17,1.606063072625557,0.9457141168417098,1.7427492915724128,-0.4702001292843236,-4.0,-117.05642400000002
18,1.640234627362271,1.1067770486321946,1.7769208463091268,-0.5452235698355009,-4.0,-117.05642400000002
19,1.6744061820989848,1.1599564479626094,1.8110924010458407,-0.7112238511741625,-4.0,-117.05642400000002
20,1.708577736835699,1.0414338073016598,1.8452639557825548,-0.9326562427781424,-4.0,-117.05642400000002
21,1.7427492915724128,0.7381901394793228,1.8794355105192686,-1.1194543765645157,-4.0,-117.05642400000002
22,1.7769208463091268,0.2777033724913503,1.9136070652559827,-1.1547377683660607,-4.0,-117.05642400000002
23,1.811092401045841,-0.29826934638432795,1.9477786199926967,-0.9443435350481121,-4.0,-117.05642400000002
24,1.8452639557825548,-0.9422907456734706,1.9819501747294106,-0.47151316011738287,-4.0,-117.05642400000002
25,1.8794355105192688,-1.5826895570499189,2.016121729466125,0.17373368940695896,-4.0,-117.05642400000002
26,1.9136070652559827,-2.102537839083452,2.0502932842028385,0.815362700781181,-4.0,-117.05642400000002
27,1.9477786199926967,-2.3529648589785412,2.0844648389395526,1.259956971648146,-4.0,-117.05642400000002
28,1.9819501747294108,-2.2129550326769665,2.1186363936762667,1.3805759173760832,-4.0,-117.05642400000002
29,2.016121729466125,-1.6651140341260493,2.1528079484129807,1.1720689543395968,-4.0,-117.05642400000002
30,2.0502932842028385,-0.8331709936590522,2.1869795031496944,0.7493173146910387,-4.0,-117.05642400000002
31,2.0844648389395526,0.05470164746473967,2.2211510578864084,0.2899989221661768,-4.0,-117.05642400000002
32,2.1186363936762667,0.7628924993626092,2.2553226126231225,-0.049301890843911705,-4.0,-117.05642400000002
33,2.1528079484129807,1.148862609900955,2.2894941673598366,-0.20270711223303126,-4.0,-117.05642400000002
34,2.186979503149695,1.2091327848553906,2.3236657220965506,-0.21656409559670142,-4.0,-117.05642400000002
35,2.2211510578864084,1.0523078422982164,2.3578372768332643,-0.21255018057597602,-4.0,-117.05642400000002
36,2.2553226126231225,0.8264581206681642,2.3920088315699783,-0.31168994962477803,-4.0,-117.05642400000002
37,2.2894941673598366,0.6467162182487023,2.4261803863066924,-0.5590770785248061,-4.0,-117.05642400000002
38,2.3236657220965506,0.5556687789493859,2.4603519410434065,-0.8887290853943629,-4.0,-117.05642400000002
